nomformation;nb_chars;coefficient_au_sud;departement_code;proportion_candidates;proportion_bien_tb
D.E secteur sanitaire, IFSI du CH d'Arras;21;0.09477488785068448;62;0.78823303947872748179;0.4146341463414634
D.E secteur sanitaire, IFSI du CH de Montélimar;21;0.7572112590939729;26;0.83835431654676258993;0.3617021276595745
D.E secteur sanitaire, IFSI du CH de Provins;21;0.2923436301513146;77;0.86458333333333333333;0.2608695652173913
D.E secteur sanitaire, IFSI du CH de Rambouillet;21;0.280721939427748;78;0.84014139827179890024;0.13157894736842105
D.E secteur sanitaire, IFSI du CH de Roanne;21;0.582885898240476;42;0.84436551501453019051;0.23684210526315788
D.E secteur sanitaire, IFSI du CH de Sambre-Avesnois;21;0.09477488785068448;59;0.77159989097846824748;0.20967741935483872
D.E secteur sanitaire, IFSI du CH d'Orthez;21;0.8850498570532042;64;0.81252549979600163199;0.23529411764705882
D.E secteur sanitaire, IFSI du CH du Bassin de Thau;21;0.8850498570532042;34;0.83219080262782062268;0.45454545454545453
D.E secteur sanitaire, IFSI du CHHC-Université de Limoges;21;0.6061292796876093;87;0.81092436974789915966;0.1875
D.E secteur sanitaire, IFSI du C.H.I.C.A.S;21;0.7572112590939729;5;0.82584884994523548740;0.1875
D.E secteur sanitaire, IFSI du CHI de Villeneuve-St-Georges;21;0.26910024870418137;94;0.86956521739130434783;0.3953488372093023
D.E secteur sanitaire, IFSI du CH Nord Deux-Sèvres Thouars;21;0.4782906817283781;79;0.85305985205110961668;0.07317073170731707
D.E secteur sanitaire, IFSI du CHU de Bordeaux - antenne d'Arcachon;21;0.7455895683704062;33;0.82690072076261334573;0.5
D.E secteur sanitaire, IFSI du CHU de TOURS;21;0.4318039188341124;37;0.84699962728289228476;0.2978723404255319
D.E secteur sanitaire, IFSI du CHU Dijon;21;0.4318039188341124;21;0.83913315274015419879;0.37037037037037035
D.E secteur sanitaire, IFSI du GCSPA d'Aix-en-Provence;21;0.8734281663296375;13;0.83697836623714387043;0.19047619047619047
D.E secteur sanitaire, IFSI du GCSPA de Salon-de-Provence;21;0.8618064756060708;13;0.84137331594958713603;0.4166666666666667
D.E secteur sanitaire, IFSI du GH Carnelle Portes de l'Oise (GHCPO);21;0.2226134858099157;95;0.85503551265707521399;0.25
D.E secteur sanitaire, IFSI du Gipes d'Avignon;21;0.8269414034353718;84;0.84336609336609336609;0.2894736842105263
D.E secteur sanitaire, IFSI Emile Roux (AP-HP);21;0.26910024870418137;94;0.86866059817945383615;0.1111111111111111
D.E secteur sanitaire, IFSI Epernay;21;0.2342351765334823;51;0.83538191395961369622;0.25
D.E secteur sanitaire, IFSI Epinal;21;0.33883039304558027;88;0.81569858712715855573;0.23529411764705882
D.E secteur sanitaire, IFSI EPSM DE LA SARTHE;21;0.3620737744927135;72;0.85635635635635635636;0.1935483870967742
D.E secteur sanitaire, IFSI EPS Ville Evrard;21;0.25747855798061553;93;0.88211564320932317346;0.2727272727272727
D.E secteur sanitaire, IFSI Erstein;21;0.3039653208748812;67;0.81769911504424778761;0.3076923076923077
D.E secteur sanitaire, IFSI Evreux CH Eure-Seine;21;0.2342351765334823;27;0.81449094316052467208;0.23880597014925373
D.E secteur sanitaire, IFSI Florence Nightingale;21;0.7223461869232739;33;0.81995964612758031973;0.2571428571428571
D.E secteur sanitaire, IFSI Forbach;21;0.2226134858099157;57;0.79391100702576112412;0.2542372881355932
D.E secteur sanitaire, IFSI Françoise Dolto;21;0.2342351765334823;95;0.85995252628009494744;0.30434782608695654
D.E secteur sanitaire, IFSI GH Nord Essonne;21;0.280721939427748;91;0.86388206388206388206;0.2558139534883721
D.E secteur sanitaire, IFSI- GH Paris St Joseph;21;0.25747855798061553;75;0.86249288560045532157;0.2222222222222222
D.E secteur sanitaire, IFSI Grand Hôpital Est Francilien-Site de Formation Coulommiers;21;0.25747855798061553;77;0.86425944500167168171;0.2857142857142857
D.E secteur sanitaire, IFSI Grand Hôpital Est Francilien-Site de Formation Meaux;21;0.24585686725704892;77;0.86600351082504388531;0.2
D.E secteur sanitaire, IFSI Grand Hôpital Est Francilien - Site de Formation Serris;21;0.25747855798061553;77;0.86225895316804407713;0.17307692307692307
D.E secteur sanitaire, IFSI Haguenau;21;0.25747855798061553;67;0.81765087605451005840;0.5416666666666666
D.E secteur sanitaire, IFSI HCL-Secteur Est;21;0.6177509704111751;69;0.84112333071484681854;0.4507042253521127
D.E secteur sanitaire, IFSI Henri Mondor (AP-HP);21;0.26910024870418137;94;0.87255625230542235338;0.2421875
D.E secteur sanitaire, IFSI Hôpital Nord;21;0.9082932385003365;13;0.82559906487434248977;0.1702127659574468
D.E secteur sanitaire, IFSI Hôpital Stell;21;0.25747855798061553;92;0.86238846945778997941;0.4358974358974359
D.E secteur sanitaire, IFSI Hop Ste Marguerite;21;0.9082932385003365;13;0.82496827045113649475;0.0975609756097561
D.E secteur sanitaire, IFSI- Hospit. Privée;21;0.8618064756060708;34;0.83201407211961301671;0.4782608695652174
D.E secteur sanitaire, IFSI Institut de Formation Interhospitalier Théodore Simon;21;0.25747855798061553;93;0.88054078014184397163;0.22727272727272727
D.E secteur sanitaire, IFSI Institut Gernez Rieux CHru de Lille;21;0.048288124956418814;59;0.79133805640957091298;0.5901639344262295
D.E secteur sanitaire, IFSI Jean Baptiste Pussin;21;0.25747855798061553;94;0.86417910447761194030;0.24324324324324326
D.E secteur sanitaire, IFSI Jean Verdier ( AP-HP);21;0.24585686725704892;93;0.88184494602551521099;0.10714285714285714
D.E secteur sanitaire, IFSI J. LEPERCQ / CH ST JOSEPH ST LUC;21;0.6177509704111751;69;0.84210526315789473684;0.4411764705882353
D.E secteur sanitaire, IFSI La Croix-Rouge Française Arras;21;0.08315319712711867;62;0.78264758497316636852;0.12962962962962962
D.E secteur sanitaire, IFSI La Croix-Rouge Française Dechy;21;0.08315319712711867;59;0.76878757515030060120;0.4457831325301205
D.E secteur sanitaire, IFSI Laxou;21;0.280721939427748;54;0.79835788456894469935;0.5892857142857143
D.E secteur sanitaire, IFSI Léonie Chaptal;21;0.24585686725704892;95;0.86680029154518950437;0.35135135135135137
D.E secteur sanitaire, IFSI LESPARRE CROIX ROUGE FRANCAISE;21;0.6642377333054416;33;0.82658211466287045425;0.18181818181818182
D.E secteur sanitaire, IFSI Lionnois;21;0.280721939427748;54;0.80736301369863013699;0.38461538461538464
D.E secteur sanitaire, IFSI Louise Couve;21;0.24585686725704892;93;0.88040949278734295021;0.2857142857142857
D.E secteur sanitaire, IFSI Louis Mourier (AP-HP);21;0.24585686725704892;92;0.86435808256464539543;0.3103448275862069
D.E secteur sanitaire, IFSI Lozérien;21;0.7572112590939729;48;0.82208116945566455088;0.14285714285714285
D.E secteur sanitaire, IFSI Mary Thieullent CH Le Havre;21;0.18774841363921663;76;0.81452770600057421763;0.20930232558139536
D.E secteur sanitaire, IFSI Mayotte;21;7.323466517909021;976;0.81658986175115207373;0.4230769230769231
D.E secteur sanitaire, IFSI MGEN de La Verrière;21;0.26910024870418137;78;0.83775684931506849315;0.275
D.E secteur sanitaire, IFSI Montbéliard;21;0.4201822281105458;25;0.85101867572156196944;0.27956989247311825
D.E secteur sanitaire, IFSI Mulhouse;21;0.38531715593984595;68;0.82352941176470588235;0.27058823529411763
D.E secteur sanitaire, IFSI Neufchateau;21;0.3155870115984478;88;0.80677834047526295286;0.2894736842105263
D.E secteur sanitaire, IFSI Orsac - Cpa;21;0.5596425167933428;1;0.84056379278784550613;0.25
D.E secteur sanitaire, IFSI Paris Croix Saint-Simon;21;0.25747855798061553;75;0.86371830308857108521;0.0967741935483871
D.E secteur sanitaire, IFSI Pitié Salpetrière (AP-HP);21;0.25747855798061553;75;0.86527476856411266496;0.6137931034482759
D.E secteur sanitaire, IFSI POLE SANTE SARTHE Et LOIR;21;0.38531715593984595;72;0.85772984078068823832;0.4444444444444444
D.E secteur sanitaire, IFSI Quimper;21;0.3620737744927135;29;0.82571534745447788926;0.35
D.E secteur sanitaire, IFSI Raymond Poincaré (AP-HP);21;0.25747855798061553;92;0.84427327528466175486;0.025
D.E secteur sanitaire, IFSI Reims;21;0.21099179508634905;51;0.83469259723964868256;0.4
D.E secteur sanitaire, IFSI Remiremont;21;0.3504520837691469;88;0.81683351872450871339;0.3125
D.E secteur sanitaire, IFSI Rochefort;21;0.5945075889640427;17;0.85710367526055951728;0.17391304347826086
D.E secteur sanitaire, IFSI Rouffach;21;0.3620737744927135;68;0.81406659184436962215;0.4117647058823529
D.E secteur sanitaire, IFSI Saint Dizier;21;0.280721939427748;52;0.81913225300575013068;0.2
D.E secteur sanitaire, IFSI Sainte Marie;21;0.8501847848825043;6;0.83635863586358635864;0.45454545454545453
D.E secteur sanitaire, IFSI Sainte Marie Privas;21;0.7339678776468397;7;0.83013410465422035235;0.3333333333333333
D.E secteur sanitaire, IFSI Saint Louis (AP-HP);21;0.25747855798061553;75;0.86461079903702854523;0.14814814814814814
D.E secteur sanitaire, IFSI Santélys Formation;21;0.048288124956418814;59;0.73809523809523809524;0
D.E secteur sanitaire, IFSI Santélys Formation;21;0.048288124956418814;59;0.77456192163811773971;0.16666666666666666
D.E secteur sanitaire, IFSI Sarrebourg;21;0.26910024870418137;57;0.80981182795698924731;0.2692307692307692
D.E secteur sanitaire, IFSI Sarreguemines;21;0.2226134858099157;57;0.79908376963350785340;0.3469387755102041
D.E secteur sanitaire, IFSI Selestat;21;0.32720870232201366;67;0.82481517197042751527;0.3125
D.E secteur sanitaire, IFSI Séraphine de Senlis - CH Les Murets;21;0.26910024870418137;94;0.87150230915512089106;0.18518518518518517
D.E secteur sanitaire, IFSI St Chamond;21;0.652616042581875;42;0.83992094861660079051;0.13043478260869565
D.E secteur sanitaire, IFSI St Jacques;21;0.8966715477767707;13;0.82830188679245283019;0.17647058823529413
D.E secteur sanitaire, IFSI Strasbourg (Hus);21;0.280721939427748;67;0.82748794388426128891;0.3611111111111111
D.E secteur sanitaire, IFSI Strasbourg (St Vincent);21;0.2923436301513146;67;0.82495117187500000000;0.5945945945945946
D.E secteur sanitaire, IFSI Tenon (AP-HP);21;0.25747855798061553;75;0.86620254541498966605;0.3898305084745763
D.E secteur sanitaire, IFSI Thonon Les Bains;21;0.548020826069777;74;0.82911985018726591760;0.18181818181818182
D.E secteur sanitaire, IFSI Troyes;21;0.32720870232201366;10;0.83587628865979381443;0.3584905660377358
D.E secteur sanitaire, IFSI Valentine Labbé;21;0.048288124956418814;59;0.78278294325104200064;0.45
D.E secteur sanitaire, IFSI Vannes;21;0.39693884666341256;56;0.84543568464730290456;0.4523809523809524
D.E secteur sanitaire, IFSI Varois Draguignan;21;0.8734281663296375;83;0.83652792990142387733;0.625
D.E secteur sanitaire, IFSI Varois La Garde;21;0.9199149292239032;83;0.83370017119100024456;0.3918918918918919
D.E secteur sanitaire, IFSI Varois Saint-Raphaël;21;0.8850498570532042;83;0.84698646986469864699;0.37037037037037035
D.E secteur sanitaire, IFSI Verdun;21;0.2226134858099157;55;0.80458590006844626968;0.18
D.E secteur sanitaire, IFSI Virginie Olivier CH Sainte Anne;21;0.25747855798061553;75;0.86281588447653429603;0.2571428571428571
D.E secteur sanitaire, IFTS Croix Rouge Française Lyon;21;0.6177509704111751;69;0.84202161474888747616;0.25
D.E secteur sanitaire, ILFOMER Institut limousin de formation aux métiers de la réadaptation;21;0.6061292796876093;87;0.84080188679245283019;0.26666666666666666
D.E secteur sanitaire, ILFOMER Institut limousin de formation aux métiers de la réadaptation;21;0.6061292796876093;87;0.90070921985815602837;0.3
D.E secteur sanitaire, ILFOMER Institut limousin de formation aux métiers de la réadaptation;21;0.6061292796876093;87;0.96437823834196891192;0.6923076923076923
D.E secteur sanitaire, INST. DE FORM. DE MANIP. ELEC CHU REIMS;21;0.21099179508634905;51;0.71381031613976705491;0.21428571428571427
D.E secteur sanitaire, INST FORM MANIP RADIO MEDICALE CHU AMIENS IFMEM;21;0.14126165074495098;80;0.75358166189111747851;0.29411764705882354
D.E secteur sanitaire, INST FORM REGIONAL EN SANTE;21;0.3039653208748812;61;0.76800000000000000000;0.16666666666666666
D.E secteur sanitaire, INST FORM REGIONAL EN SANTE;21;0.3039653208748812;61;0.87056737588652482270;0.3
D.E secteur sanitaire, INST FORM REGIONAL EN SANTE;21;0.3039653208748812;61;0.91168091168091168091;0.6923076923076923
D.E secteur sanitaire, INST. FORM. SOINS INFIRMIERS CENTRE HOSPITALIER PONTARLIER;21;0.4782906817283781;25;0.85470995210218201171;0.5454545454545454
D.E secteur sanitaire, Institut Catholique de Lyon;21;0.6177509704111751;69;0.80000000000000000000;0.2037037037037037
D.E secteur sanitaire, Institut de Formation Association Educative pour l'Hospitalisation Privée;21;0.8618064756060708;31;0.81748188405797101449;0.15
D.E secteur sanitaire, Institut de formation de manipulateur d'électroradiologie médicale du Campus Picpus (AP-HP);21;0.25747855798061553;75;0.78895257946847316311;0.0392156862745098
D.E secteur sanitaire, Institut de Formation de Manipulateur d'électroradiologie médicale (IFMEM);21;0.24585686725704892;78;0.78931297709923664122;0.21739130434782608
D.E secteur sanitaire, Institut de Formation de Manipulateur en Electroradiologie Médicale;21;0.280721939427748;54;0.74397244546498277842;0.2413793103448276
D.E secteur sanitaire, Institut de Formation de Manipulateurs d'Electroradiologie du CHU de Rennes (IFMEM);21;0.33883039304558027;35;0.79000000000000000000;0.3076923076923077
D.E secteur sanitaire, Institut de Formation de Manipulateurs d-Electroradiologie Médicale;21;0.6177509704111751;63;0.78631284916201117318;0.16666666666666666
D.E secteur sanitaire, INSTITUT DE FORMATION DE MANIPULATEURS D-ÉLECTRORADIOLOGIE MÉDICALE (IFMEM) SITE IFPS DU CHRU DE TOURS;21;0.4318039188341124;37;0.78267716535433070866;0.3888888888888889
D.E secteur sanitaire, Institut de Formation de Psychomotriciens Raymond Leclercq;21;0.048288124956418814;59;0.92751981879954699887;0.40540540540540543
D.E secteur sanitaire, Institut de formation d'ergotherapie centre hospitalier de Laval;21;0.3504520837691469;53;0.87723480333730631704;0.6666666666666666
D.E secteur sanitaire, Institut de formation des manipulateurs d'electroradiologie médicale;21;0.45504730028124485;44;0.77583187390542907180;0
D.E secteur sanitaire, INSTITUT DE FORMATION DE TECHNICIENS DE LABORATOIRE MÉDICAL (IFTLM) SITE IFPS DU CHRU DE TOURS;21;0.4318039188341124;37;0.74209650582362728785;0.2777777777777778
D.E secteur sanitaire, INSTITUT DE FORMATION DE TECHNICIENS DE LABORATOIRE MEDICAL (IFTLM) UFR SANTE;21;0.14126165074495098;80;0.76353790613718411552;0.15384615384615385
D.E secteur sanitaire, Institut de formation en ergothérapie;21;0.8618064756060708;34;0.84462616822429906542;0.4166666666666667
D.E secteur sanitaire, Institut de Formation en Ergothérapie ADERE;21;0.25747855798061553;75;0.85039370078740157480;0.37037037037037035
D.E secteur sanitaire, Institut de Formation en Ergothérapie CHU BORDEAUX;21;0.7223461869232739;33;0.83207547169811320755;0.2
D.E secteur sanitaire, Institut de Formation en Ergothérapie de Berck sur Mer - Site de Berck;21;0.08315319712711867;62;0.83289124668435013263;0.1794871794871795
D.E secteur sanitaire, Institut de Formation en Ergothérapie de Berck-sur-Mer - Site de LOOS;21;0.048288124956418814;59;0.84541062801932367150;0.42857142857142855
D.E secteur sanitaire, INSTITUT DE FORMATION EN ERGOTHERAPIE DE NEVERS;21;0.4782906817283781;58;0.80568720379146919431;0.27586206896551724
D.E secteur sanitaire, Institut de Formation en Ergothérapie de Rennes - Association IFPEK;21;0.33883039304558027;35;0.83798882681564245810;0.631578947368421
D.E secteur sanitaire, Institut de formation en Ergothérapie du Centre Hospitalier Intercommunal de Meulan-Les Mureaux;21;0.24585686725704892;78;0.88732394366197183099;0.375
D.E secteur sanitaire, Institut de formation en Ergothérapie du chu Amiens-Picardie;21;0.14126165074495098;80;0.84553775743707093822;0.3333333333333333
D.E secteur sanitaire, Institut de formation en ergothérapie Université Paris 12;21;0.26910024870418137;94;0.83793738489871086556;0.23809523809523808
D.E secteur sanitaire, Institut de Formation en Pédicurie Podologie CHU BORDEAUX;21;0.7223461869232739;33;0.75890985324947589099;0
D.E secteur sanitaire, Institut de formation en Pédicurie-Podologie de Rennes - Association IFPEK;21;0.33883039304558027;35;0.74021352313167259786;0.11764705882352941
D.E secteur sanitaire, Institut de formation en psychomotricité de Nevers;21;0.4782906817283781;58;0.87387387387387387387;0.14285714285714285
D.E secteur sanitaire, Institut de formation en Psychomotricité du Centre Hospitalier Intercommunal de Meulan-Les Mureaux;21;0.24585686725704892;78;0.93411420204978038067;0.42857142857142855
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - ABBEVILLE;21;0.1063965785742511;80;0.79392376038979650330;0.43636363636363634
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - BEAUVAIS;21;0.18774841363921663;60;0.80335792419231747647;0.31343283582089554
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - CHATEAU-THIERRY;21;0.2342351765334823;2;0.79507628294036061026;0.5
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - CHAUNY;21;0.1645050321920834;2;0.78538205980066445183;0.3
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - CHU AMIENS PICARDIE;21;0.14126165074495098;80;0.80662875073543832124;0.32894736842105265
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - CLERMONT de l'OISE;21;0.19937010436278327;60;0.79011592434411226358;0.28846153846153844
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - COMPIÈGNE;21;0.18774841363921663;60;0.80213049267643142477;0.3103448275862069
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - EPSM de la Somme;21;0.14126165074495098;80;0.79674796747967479675;0.4915254237288136
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - IFSI et IFAS - BERCK;21;0.07153150640355206;62;0.79976477506615701264;0.2727272727272727
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - LAON;21;0.17612672291565;2;0.79215205395462906193;0.3191489361702128
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - PRÉMONTRÉ;21;0.17612672291565;2;0.78422939068100358423;0.045454545454545456
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - SAINT-QUENTIN;21;0.14126165074495098;2;0.79678998911860718172;0.3670886075949367
D.E secteur sanitaire, Institut de Formation en Soins Infirmiers - SOISSONS;21;0.19937010436278327;2;0.79436705027256208359;0.2926829268292683
D.E secteur sanitaire, INSTITUT DE FORMATION PEDICURIE PODOLOGIE;21;0.8618064756060708;31;0.74883720930232558140;0.4
D.E secteur sanitaire, Institut de formation public Var prof de santé IF LA GARDE;21;0.9199149292239032;83;0.74285714285714285714;0.1
D.E secteur sanitaire, Institut de formation public Var prof de santé IF LA GARDE;21;0.9199149292239032;83;0.83834586466165413534;0.3333333333333333
D.E secteur sanitaire, Institut de formation public Var prof de santé IF LA GARDE;21;0.9199149292239032;83;0.91938250428816466552;0.4666666666666667
D.E secteur sanitaire, INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1;21;0.6177509704111751;69;0.66792097836312323612;0.7
D.E secteur sanitaire, INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1;21;0.6177509704111751;69;0.84848484848484848485;0.25
D.E secteur sanitaire, INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1;21;0.6177509704111751;69;0.88076490438695163105;0.6666666666666666
D.E secteur sanitaire, INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1;21;0.6177509704111751;69;0.92701525054466230937;0.8095238095238095
D.E secteur sanitaire, INSTITUT DES SCIENCES ET TECHNIQUES DE LA READAPTATION UNIVERSITE LYON 1;21;0.6177509704111751;69;0.96437552388935456832;0.8166666666666667
D.E secteur sanitaire, Institut formation soins infirmiers Bellepierre Saint Denis;21;8.253201775794338;974;0.80586488492947290275;0.6842105263157895
D.E secteur sanitaire, INSTITUT FORM CARRIERES SANTE HCL SECTEUR EST - MANIPULATEUR D'ELECTRORADIOLOGIE MEDICALE;21;0.6177509704111751;69;0.77716643741403026135;0.075
D.E secteur sanitaire, INSTITUT FORM. ERGOTHERAPIE;21;0.8618064756060708;31;0.86224934612031386225;0.8695652173913043
D.E secteur sanitaire, institut Interrégional de formation des métiers de la rééducation (IIFMR);21;0.38531715593984595;68;0.86504065040650406504;0.3076923076923077
D.E secteur sanitaire, institut Interrégional de formation des métiers de la rééducation (IIFMR);21;0.38531715593984595;68;0.90377588306942752741;0.6666666666666666
D.E secteur sanitaire, INSTITUT NATIONAL DE PODOLOGIE;21;0.25747855798061553;75;0.65199161425576519916;0.17647058823529413
D.E secteur sanitaire, Institut national de podologie Grand Est;21;0.2923436301513146;67;0.67567567567567567568;0
D.E secteur sanitaire, INSTITUT PEDICURIE PODOLOGIE REGION SANITAIRE DE LILLE;21;0.048288124956418814;59;0.74342105263157894737;0.15151515151515152
D.E secteur sanitaire, Institut Régional de Formation aux Métiers de Rééducation et de Réadaptation des Pays de Loire;21;0.44342560955767824;44;0.70526315789473684211;0.09090909090909091
D.E secteur sanitaire, Institut Régional de Formation En Ergothérapie;21;8.253201775794338;974;0.80124223602484472050;0.25
D.E secteur sanitaire, Instituts de formation La Musse;21;0.2342351765334823;27;0.61111111111111111111;0.17647058823529413
D.E secteur sanitaire, Instituts de formation La Musse;21;0.2342351765334823;27;0.83544303797468354430;0.21428571428571427
D.E secteur sanitaire, Institut supérieur de rééducation psychomotrice;21;0.25747855798061553;75;0.91298342541436464088;0.2153846153846154
D.E secteur sanitaire, Institut Supérieur de Rééducation Psychomotrice Vichy;21;0.5712642075169094;3;0.91925465838509316770;0.35714285714285715
D.E secteur sanitaire, IRFSS;21;0.4318039188341124;37;0.87564766839378238342;0.6666666666666666
D.E secteur sanitaire, ISRP;21;0.9082932385003365;13;0.89939024390243902439;0.23809523809523808
D.E secteur sanitaire, LGT Urbain MONGAZON;21;0.4201822281105458;49;0.77832512315270935961;0.16666666666666666
D.E secteur sanitaire, Lycée Antoine de Saint Exupery;21;0.26910024870418137;94;0.79048490393412625801;0.08333333333333333
D.E secteur sanitaire, Lycée Bellevue;21;4.232096785440343;972;0.78811369509043927649;0.16666666666666666
D.E secteur sanitaire, Lycée Charles Carnus;21;0.7804546405411061;12;0.78431372549019607843;0.1
D.E secteur sanitaire, Lycée de L'Escaut;21;0.08315319712711867;59;0.73423423423423423423;0.3684210526315789
D.E secteur sanitaire, Lycée Emmanuel d'Alzon;21;0.8385630941589385;30;0.70573566084788029925;0.13333333333333333
D.E secteur sanitaire, Lycée Françoise De Grâce;21;0.18774841363921663;76;0.81432360742705570292;0.3076923076923077
D.E secteur sanitaire, Lycée Gustave Flaubert;21;0.18774841363921663;76;0.75777202072538860104;0.3333333333333333
D.E secteur sanitaire, Lycée Guy Mollet;21;0.09477488785068448;62;0.77548682703321878580;0.45454545454545453
D.E secteur sanitaire, Lycée Honoré d'Estienne d'Orves (Beau-Site);21;0.8618064756060708;6;0.76349206349206349206;0.125
D.E secteur sanitaire, Lycée Honore D'Urfe;21;0.652616042581875;42;0.79085872576177285319;0.14285714285714285
D.E secteur sanitaire, Lycée Jay De Beaufort;21;0.687481114752574;24;0.74812030075187969925;0.25
D.E secteur sanitaire, Lycée Jean Guehenno;21;0.26910024870418137;61;0.82094594594594594595;0.1111111111111111
D.E secteur sanitaire, Lycée Jean Monnet;21;0.24585686725704892;95;0.76500638569604086845;0.17647058823529413
D.E secteur sanitaire, Lycée Jean Rostand;21;0.2923436301513146;67;0.80392156862745098039;0.3888888888888889
D.E secteur sanitaire, Lycée La Croix Rouge;21;0.3039653208748812;29;0.75746268656716417910;0.23809523809523808
D.E secteur sanitaire, Lycée La Martinière Duchère;21;0.6177509704111751;69;0.81326352530541012216;0.25
D.E secteur sanitaire, Lycée Le Castel;21;0.4318039188341124;21;0.77299703264094955490;0.4444444444444444
D.E secteur sanitaire, Lycée Louis Pergaud;21;0.44342560955767824;25;0.79241877256317689531;0.16666666666666666
D.E secteur sanitaire, Lycée Marie Curie;21;8.369418683030002;974;0.73834196891191709845;0.7272727272727273
D.E secteur sanitaire, Lycée Montplaisir;21;0.7107244961997072;26;0.66812227074235807860;0.2857142857142857
D.E secteur sanitaire, Lycée NEOSUP Ecole Maso;21;0.9780233828417354;66;0.68032786885245901639;0.1724137931034483
D.E secteur sanitaire, Lycée Pierre-Gilles de Gennes - ENCPB;21;0.25747855798061553;75;0.78364779874213836478;0.37333333333333335
D.E secteur sanitaire, Lycée polyvalent privé Notre Dame;21;0.5363991353462104;85;0.69642857142857142857;0.11538461538461539
D.E secteur sanitaire, Lycée Saint Vincent De Paul;21;0.19937010436278327;57;0.68449197860962566845;0.3125
D.E secteur sanitaire, Lycée St Vincent De Paul;21;0.9082932385003365;13;0.72955974842767295597;0.15789473684210525
D.E secteur sanitaire, Lycée Suzanne Valadon;21;0.6061292796876093;87;0.74741200828157349896;0.5
D.E secteur sanitaire, Lycée Valentine Labbe;21;0.048288124956418814;59;0.72532188841201716738;0.3125
D.E secteur sanitaire, Lycée Voltaire;21;0.3736954652162801;45;0.75340136054421768707;0.35714285714285715
D.E secteur sanitaire, OCELLIA;21;0.6177509704111751;69;0.84473261418407160891;0.3333333333333333
D.E secteur sanitaire, OCELLIA Echirolles;21;0.687481114752574;38;0.82911392405063291139;0.7142857142857143
D.E secteur sanitaire, PROJET PROFESSIONNEL PLUS;21;5.35591427840922;973;0.83076923076923076923;0
D.E secteur sanitaire, Sorbonne Université - Médecine;21;0.25747855798061553;75;0.84454244762954796031;0.24324324324324326
D.E secteur sanitaire, Sorbonne Université - Médecine;21;0.25747855798061553;75;0.91133384734001542020;0.7884615384615384
D.E secteur sanitaire, Sorbonne Université - Médecine;21;0.25747855798061553;75;0.96134282807731434385;1
D.E secteur sanitaire, Sorbonne Université - Médecine;21;4.04614973386328;75;0.82278481012658227848;0
D.E secteur sanitaire, UFR de Médecine;21;0.4318039188341124;37;0.86781609195402298851;0.5
D.E secteur sanitaire, UFR de Médecine;21;0.4318039188341124;37;0.96520963425512934880;0.9024390243902439
D.E secteur sanitaire, UFR des Sciences Médicales et Paramédicales site Nord Université Aix Marseille;21;0.8966715477767707;13;0.80000000000000000000;0.4166666666666667
D.E secteur sanitaire, UFR des Sciences Médicales et Paramédicales site Nord Université Aix Marseille;21;0.8966715477767707;13;0.86573146292585170341;0.25
D.E secteur sanitaire, UNITE DE FORMATION ET DE RECHERCHE DE MEDECINE ET PHARMACIE UNIVERSITE DE POITIERS;21;0.5247774446226438;86;0.96549520766773162939;1
D.E secteur sanitaire, Unité de Formation et de Recherche de Médecine Université Clermont Auvergne;21;0.6177509704111751;63;0.82923076923076923077;0.5
D.E secteur sanitaire, Unité de Formation et de Recherche de Médecine Université Clermont Auvergne;21;0.6177509704111751;63;0.96290726817042606516;0.6428571428571429
D.E secteur sanitaire, Unité de formation et de recherche de médecine Université de Montpellier;21;0.8618064756060708;34;0.86569579288025889968;0.6
D.E secteur sanitaire, Unité de formation et de recherche de médecine Université de Montpellier;21;0.8618064756060708;34;0.91198044009779951100;0.3333333333333333
D.E secteur sanitaire, Unité de formation et de recherche de médecine Université de Montpellier;21;0.8618064756060708;34;0.95117937465715852990;0.8888888888888888
D.E secteur sanitaire, Unité de formation et de recherche de Santé - Université de Caen Normandie;21;0.21099179508634905;14;0.97019867549668874172;0.85
D.E secteur sanitaire, Unité de Formation et de Recherche de Sciences Médicales de l'université de Lorraine Hors PASS;21;0.280721939427748;54;0.95857558139534883721;0.7692307692307693
D.E secteur sanitaire, Unité de Formation et de Recherche de Sciences Pharmaceutiques et Biologiques de l'université de Lorraine Hors PASS;21;0.280721939427748;54;0.65605095541401273885;0.5
